trip_id, arrival_time, departure_time, stop_id, stop_sequence, pickup_type, drop_off_type, stop_id, stop_code, stop_name, stop_desc, stop_lat, stop_lon, zone_id, stop_url, location_type, parent_station, 
2396960, 09:45:00, 09:45:00,   16525, 1, 0, 0,   16525, , "KENNEDY PLAZA (STOP H)", ,   41.825212,  -71.411550, , , 0, place_kepl, 
2396960, 09:47:00, 09:47:00,   16855, 2, 0, 0,   16855, , "TUNNEL FS S MAIN", ,   41.826780,  -71.408541, , , 0, 
2396960, 09:50:00, 09:50:00,   16905, 3, 0, 0,   16905, , "TUNNEL NS THAYER", ,   41.827607,  -71.400864, , , 0, 
2396960, 09:51:00, 09:51:00,   16970, 4, 0, 0,   16970, , "WATERMAN NS HOPE", ,   41.827592,  -71.397452, , , 0, 
2396960, 09:52:00, 09:52:00,   17000, 5, 0, 0,   17000, , "WATERMAN FS GOVERNOR", ,   41.827639,  -71.393764, , , 0, 
2396960, 09:53:00, 09:53:00,   17055, 6, 0, 0,   17055, , "WATERMAN FS GANO", ,   41.828230,  -71.390443, , , 0, 
2396960, 09:54:00, 09:54:00,   17105, 7, 0, 0,   17105, , "WATERMAN FS WAYLAND", ,   41.828519,  -71.388171, , , 0, 
2396960, 09:55:00, 09:55:00,   17050, 8, 0, 0,   17050, , "WATERMAN FS BUTLER", ,   41.827997,  -71.385365, , , 0, 
2396960, 09:55:00, 09:55:00,   17095, 9, 0, 0,   17095, , "WATERMAN NS HENDERSON BRIDGE [ON-RAMP]", ,   41.827568,  -71.383009, , , 0, 
2396960, 09:57:00, 09:57:00,   16480, 11, 0, 0,   16480, , "WATERMAN NS SUMMIT", ,   41.825279,  -71.377191, , , 0, 
2396960, 09:57:00, 09:57:00,   16885, 10, 0, 0,   16885, , "MASSASOIT OPP SUTTON", ,   41.827190,  -71.376149, , , 0, 
2396960, 09:58:00, 09:58:00,   15955, 12, 0, 0,   15955, , "WATERMAN NS JAMES", ,   41.823200,  -71.373506, , , 0, 
2396960, 09:59:00, 09:59:00,   15250, 14, 0, 0,   15250, , "TAUNTON OPP ALICE", ,   41.819653,  -71.372029, , , 0, 
2396960, 09:59:00, 09:59:00,   15235, 13, 0, 0,   15235, , "TAUNTON AT 175 TAUNTON", ,   41.819660,  -71.373780, , , 0, 
2396960, 10:00:00, 10:00:00,   15115, 16, 0, 0,   15115, , "WATERMAN FS GURNEY", ,   41.819568,  -71.366810, , , 0, 
2396960, 10:00:00, 10:00:00,   15280, 15, 0, 0,   15280, , "TAUNTON OPP RUSSELL", ,   41.819912,  -71.369337, , , 0, 
2396960, 10:01:00, 10:01:00,   15180, 17, 0, 0,   15180, , "HALL AT 56 HALL", ,   41.819445,  -71.363824, , , 0, 
2396960, 10:02:00, 10:02:00,   15630, 19, 0, 0,   15630, , "TAUNTON AT SHOPPERS TOWN MALL", ,   41.821389,  -71.359551, , , 0, 
2396960, 10:02:00, 10:02:00,   15565, 18, 0, 0,   15565, , "TAUNTON OPP GOLDSMITH", ,   41.820979,  -71.362275, , , 0, 
2396960, 10:03:00, 10:03:00,   58815, 20, 0, 0,   58815, , "STOP&SHOP (PAWTUCKET AVENUE - EAST PROVIDENCE)", ,   41.823281,  -71.356792, , , 0, 
2396960, 10:05:00, 10:05:00,   15110, 22, 0, 0,   15110, , "PAWTUCKET OPP EAST PROVIDENCE HIGH SCHOOL", ,   41.818529,  -71.355933, , , 0, 
2396960, 10:05:00, 10:05:00,   15540, 21, 0, 0,   15540, , "PAWTUCKET NS SHOPPERS TOWN MALL", ,   41.820549,  -71.356603, , , 0, 
2396960, 10:06:00, 10:06:00,   14620, 23, 0, 0,   14620, , "PAWTUCKET NS WATERMAN", ,   41.816824,  -71.356541, , , 0, 
2396960, 10:07:00, 10:07:00,   14330, 24, 0, 0,   14330, , "PAWTUCKET NS GROSVENOR", ,   41.813987,  -71.357960, , , 0, 
2396960, 10:08:00, 10:08:00,   13765, 26, 0, 0,   13765, , "PAWTUCKET OPP BALDWIN", ,   41.810115,  -71.359261, , , 0, 
2396960, 10:08:00, 10:08:00,   13903, 25, 0, 0,   13903, , "PAWTUCKET NS WARREN", ,   41.811674,  -71.358835, , , 0, 
